"ID";"TotAreaM2";"WaterM2";"BuildUpM2";"OpenM2";"BRONnetwM";"BikeOsmM";"MEANSPEEDA";"MEANSPEEDB";"MEANlanes";"SUMMOTweek";"MEANMOTwee";"SUMMOTwerk";"MEANMOTwer";"SUMLVweek";"MEANLVweek";"SUMLVwerk";"MEANLVwerk";"accidents";"AlcoRet";"BasScho";"BicCross";"BikBarr";"BRcross";"BTStops";"ChilDay";"HighUni";"HosHot";"MotJun";"OSMcross";"PrioRigh";"Schools";"SecScho";"SpecScho";"TraffLi"
19;490000;16276,3465342;25745,20157;447978,45;1537,22581485;181,944000824;33,7900009155;33,7900009155;2;82,14765;82,14765;82,14765;82,14765;0;0;82,14765;82,14765;1;1;3;2;1;15;7;5;10;1;1;46;1;5;1;1;2
20;490000;7162,79791277;1543,95501003;481293,25;563,635691209;586,989635983;48,4199981689;27,5300006866;3;1567,42392;1567,42392;1763,12709;1763,12709;1473,93753;1473,93753;1644,06591;1644,06591;6;1;2;11;2;5;2;2;8;6;1;6;3;6;2;1;2
21;490000;22983,3458577;140306,820663;326709,83;6832,79674943;1470,57606759;29,3000001907227;30,5268180587045;3;88276,90553;4012,586615;99333,8915;4515,17688636364;82950,47417;3770,47609863636;92544,09746;4206,54988454545;5;1;2;2;1;115;2;3;1;1;1;2;4;1;1;1;1
22;490000;30906,1017853;90617,6619257;368476,24;6702,30762614;918,520649874;24,2594739010421;27,4157893532211;3;71768,54612;3777,29190105263;80713,86759;4248,09829421053;68596,17467;3610,32498263158;76697,15793;4036,69252263158;7;1;1;8;6;126;8;5;1;1;2;18;3;4;1;2;3
23;490000;61152,1753761;30925,8733831;397921,95;8725,00703805;1486,43706459;30,5087503194625;30,5750004053324;3;47512,02619;5939,00327375;53375,41855;6671,92731875;45238,36106;5654,7951325;50492,79218;6311,5990225;12;1;2;2;2;159;2;3;1;3;2;3;5;7;6;1;2
24;490000;50298,1760269;21961,809516;417740,01;7795,18134671;200,610348428;23,3024996121657;17,7608331441866;2;118243,94607;9853,6621725;132997,22539;11083,1021158333;111251,24054;9270,93671166667;124090,97001;10340,9141675;5;1;3;5;2;76;8;1;1;2;1;3;1;8;2;3;1
25;490000;147532,118286;43690,7407091;298777,14;3806,95466113;1345,12351991;41,4999989100572;43,8985704694286;2;48245,90839;6892,27262714286;54258,35194;7751,19313428571;45432,78805;6490,39829285714;50676,04041;7239,43434428571;6;2;3;5;2;40;6;5;1;6;1;2;2;2;3;1;1
26;490000;180632,686432;21593,3861131;287773,93;639,980270834;1101,56794061;77,4899978638;77,4899978638;2;10413,38593;5206,692965;11713,67714;5856,83857;9792,29684;4896,14842;10922,62869;5461,314345;5;3;2;6;3;93;6;1;2;4;1;4;1;5;1;1;2
27;490000;60047,8635535;33807,1903184;396144,95;4903,25630466;2233,75340432;46,1789990424936;41,0569999694736;2;108823,4505;10882,34505;122413,23169;12241,323169;102406,17616;10240,617616;114243,92019;11424,392019;3;6;2;4;1;34;5;1;9;11;1;30;1;2;3;1;2
28;490000;49040,3455993;11071,5383642;429888,12;2128,03630047;817,343670718;17,9899997711;21,80000019075;2;2728,86387;1364,431935;3071,76605;1535,883025;2617,37923;1308,689615;2931,56678;1465,78339;1;4;2;27;1;9;8;3;14;2;1;84;2;3;1;1;1
29;490000;5628,6708879;10055,0880896;474316,24;1646,47686744;17,8590411585;29,2799996270007;18,3366665310229;3;61002,6993;6778,0777;68645,57375;7627,28597222222;57267,43926;6363,04880666666;63881,63159;7097,95906555556;8;1;1;20;2;120;2;2;4;2;1;42;1;6;2;2;1
30;490000;12687,2875999;126489,692962;350823,02;6812,87122447;545,361493438;24,9761763039684;23,0876468069341;4;290491,57042;8543,8697182353;326824,42729;9612,48315558824;274385,65243;8070,16624794118;306336,92007;9009,90941382353;6;2;1;17;1;166;4;1;2;1;1;1;1;3;1;1;1
31;490000;9755,5128471;163735,383965;316509,1;9555,70754345;1609,64171164;27,134800186144;25,661999778744;4;170469,05643;6818,7622572;191647,86288;7665,9145152;162459,35189;6498,3740756;181495,04425;7259,80177;11;1;1;11;3;60;2;1;2;2;1;40;4;1;1;2;1
32;490000;24544,0793162;37105,0499005;428350,87;6330,28684768;525,85020476;28,790625453;23,6712499856938;3;129611,86556;8100,7415975;145610,06499;9100,629061875;122933,03486;7683,31467875;137124,59678;8570,28729875;4;1;1;12;1;222;6;2;1;33;1;44;4;2;2;1;2
33;490000;24168,9230527;55794,995863;410036,08;10262,0144832;1658,79955999;27,0742308726723;22,6126920259916;2;209084,43694;8041,70911307692;234915,91739;9035,22759192308;197861,86244;7610,07163230769;221031,10696;8501,19642153846;10;1;1;4;1;207;8;1;1;9;2;30;3;5;1;1;1
34;490000;24533,4854945;58046,3577229;407420,16;11171,2348339;411,597171533;33,76999994914;29,46666641236;3;46791,38293;3119,42552866667;52597,09058;3506,47270533333;44210,6491;2947,37660666667;49313,18389;3287,54559266667;8;1;2;4;1;23;3;3;1;10;1;26;3;1;2;1;1
35;490000;54623,1418341;14650,1307234;420726,73;3944,0513009;2131,26782941;39,0543753504687;34,2056253552349;2;133877,23385;8367,327115625;150510,69634;9406,91852125;125855,10717;7865,944198125;140683,7639;8792,73524375;10;6;1;15;3;10;2;4;1;3;1;16;2;3;2;1;6
36;490000;83697,498558;6723,90245235;399578,6;1433,84937677;1808,76451425;77,7466659546;77,7466659546;2;36836,61028;12278,8700933333;41436,02866;13812,0095533333;34639,55191;11546,5173033333;38638,01274;12879,33758;4;8;1;3;2;3;2;1;1;1;1;44;2;1;2;1;4
37;490000;45862,2264584;1615,79648298;442521,98;560,944704133;99,7089121394;0;0;0;0;0;0;0;0;0;0;0;1;7;1;3;1;61;5;5;0;1;1;2;1;1;2;1;2
38;490000;46230,5596608;372,754047524;443396,69;703,941452005;282,683578806;0;0;0;0;0;0;0;0;0;0;0;1;2;1;13;2;174;5;4;0;2;1;4;2;2;1;0;3
39;490000;202,19137428;402,343151953;489395,47;205,701350805;352,779678531;28,88000011445;31,05500030515;2;19592,52806;4898,132015;22039,5403;5509,885075;18448,38855;4612,0971375;20582,51852;5145,62963;4;1;1;29;1;301;4;3;0;1;1;2;1;2;1;0;3
40;490000;16487,2582061;494,730011908;473018,01;450,448804488;447,668082262;46,2099990845;49,5900001526;2;300,05322;100,01774;300,05322;100,01774;0;0;300,05322;100,01774;2;1;4;17;3;169;3;5;0;1;1;12;3;2;2;0;1
41;490000;18809,6868545;119,104773777;471071,21;666,653899864;945,081150744;46,2099990845;49,5900001526;2;129,12119;129,12119;129,12119;129,12119;0;0;129,12119;129,12119;2;1;4;7;1;178;2;6;0;2;1;20;2;3;3;0;4
42;490000;17554,5678178;36014,4615054;436430,97;3989,54462699;837,178407761;19,2666670481667;16,3400004704333;2;1552,64145;517,54715;1709,90317;569,967723333333;1201,38258;400,46086;1645,52429;548,508096666667;5;1;5;9;1;162;11;10;0;13;1;61;2;3;1;0;2
43;490000;35716,9427432;66155,4088097;388127,65;9076,7920488;1598,33866486;34,2278573172357;30,4792859213643;3;147015,06325;10501,0759464286;165304,65881;11807,4756292857;138605,90483;9900,42177357143;154604,41727;11043,1726621429;2;3;1;7;2;133;10;1;0;19;2;124;1;7;1;0;2
44;490000;32210,5782283;77183,2143123;380606,21;13392,228703;1627,04272462;25,5652382260302;24,0809524627048;2;179698,7706;8557,08431428571;201938,78425;9616,13258333333;170110,53645;8100,50173571429;189749,97848;9035,71326095238;3;18;2;10;5;269;5;1;0;3;1;10;2;1;1;0;1
45;490000;25976,9293904;72543,7911085;391479,28;9747,73724688;1303,70447181;31,0838461655923;24,2846154433154;2;67561,96195;5197,07399615385;75946,46652;5842,03588615385;64460,94152;4958,53396307692;72012,83142;5539,44857076923;3;1;1;8;2;276;5;1;0;1;2;31;1;4;1;0;3
46;490000;42258,9734891;66920,7216722;380820,3;9471,21830973;635,004288429;41,5466666221667;36,1908331712167;2;37630,84906;3135,90408833333;42321,00674;3526,75056166667;35433,70245;2952,8085375;39523,45041;3293,6208675;3;3;1;25;1;156;2;2;0;1;1;49;3;12;2;0;4
47;490000;51112,0836639;38473,9090053;400414,01;6562,54692633;2385,12703293;49,4000002543333;49,4000002543333;2;10663,79594;3554,59864666667;11995,98369;3998,66123;10027,77171;3342,59057;11184,51204;3728,17068;6;4;1;37;1;23;2;1;0;3;1;13;4;10;1;0;5
48;490000;24180,0972801;58311,8365775;407508,07;5943,26575958;2901,51958786;27,8323529187412;29,4176470251706;2;110290,61211;6487,68306529412;124016,34712;7295,07924235294;104282,83722;6134,28454235294;116380,21985;6845,89528529412;2;8;1;35;1;8;2;1;0;17;1;13;1;4;1;0;5
49;490000;31467,2262039;84895,677072;373637,1;11677,6014252;3395,26984757;31,7050001961714;24,5685714994214;4;169721,83006;12122,9878614286;190843,10787;13631,6505621429;160146,10782;11439,0077014286;178654,72533;12761,0518092857;10;16;1;18;2;55;8;3;0;38;1;7;1;11;6;0;2
50;490000;30026,3239974;83460,4413284;376513,23;11540,2457186;3487,59863322;32,4999998728467;28,0999997456733;2;68546,99834;4569,79988933333;77096,94125;5139,79608333333;64801,3536;4320,09024;72333,71883;4822,247922;12;1;2;45;2;86;8;5;0;2;1;30;2;10;1;0;3
51;490000;43352,8153674;47317,3196027;399329,87;8544,91706393;2335,37774898;33,3258330027333;32,1116663614917;2;41914,12485;3492,8437375;47118,40439;3926,53369916667;39636,68271;3303,0568925;44224,33579;3685,36131583333;1;3;2;11;1;124;8;2;0;1;1;18;2;12;2;0;4
52;490000;72164,7200416;4214,18326621;413621,1;2010,21046548;1507,57651197;35,6414288112429;34,7342861720571;2;5461,94598;780,277997142857;6050,73695;864,390992857143;4601,03314;657,290448571429;5779,97543;825,710775714286;3;1;3;3;1;92;11;1;0;2;1;22;2;2;1;0;7
53;490000;12717,3767065;10793,1685104;466489,45;2045,19055433;641,103466931;0;0;0;0;0;0;0;0;0;0;0;12;1;1;17;2;152;3;2;0;1;0;26;1;2;1;0;1
54;490000;18560,7882998;20583,453204;450855,76;2916,06973155;1311,06219933;25,7233336766667;27,8316672642833;2;9713,54109;1618,923515;10897,0366;1816,17276666667;9152,19303;1525,365505;10296,27372;1716,04562;12;4;1;26;1;3;5;1;0;1;0;7;1;2;1;0;1
55;490000;6563,70714812;37913,2086583;445523,08;4349,92530624;829,904911756;31,4342855725983;33,3071432113714;2;63338,37975;4524,16998214286;71254,12503;5089,58035928571;59811,90351;4272,27882214286;66767,89169;4769,13512071429;7;3;2;30;3;21;7;9;0;1;0;4;1;2;1;0;5
56;490000;12166,4393612;34584,6256129;443248,94;5502,4513413;1446,51381054;29,158947342308;27,5663162030684;3;128115,91966;6742,94314;144077,28177;7583,01483;120240,2092;6328,43206315789;134429,74475;7075,24972368421;9;1;3;28;1;79;10;10;0;2;0;6;0;1;1;0;3
57;490000;24630,8387804;44357,3466213;421011,81;5868,51433164;885,766528999;37,7871426854714;35,2307141167786;2;131241,166;9374,369;147623,83608;10544,55972;123532,17846;8823,72703285714;137806,68838;9843,33488428571;11;1;1;6;2;149;5;5;0;3;0;18;0;2;1;0;3
58;490000;34595,261882;73507,0864467;381897,65;7488,59694966;1636,15099026;44,66399993896;42,86399993896;3;14811,76833;2962,353666;16660,15243;3332,030486;13928,34511;2785,669022;15535,67885;3107,13577;28;1;1;19;1;214;11;5;0;1;0;3;0;4;2;0;2
59;490000;41908,22839;2130,74711762;445961,02;1171,33657044;2485,67119903;48,7300008138;48,7300008138;2;8932,04078;2977,34692666667;10047,88689;3349,29563;8399,30418;2799,76806;9368,19478;3122,73159333333;9;1;3;35;5;199;8;13;0;1;0;50;0;8;2;0;3
60;490000;0,32248162489;3,45276525105;489996,22;46,5395969168;12,0011210025;0;0;0;0;0;0;0;0;0;0;0;9;1;3;38;1;39;7;15;0;1;0;28;0;4;2;0;1
61;490000;19780,7857658;6576,48881592;463642,73;3231,21011222;1074,62154617;0;0;0;0;0;0;0;0;0;0;0;15;1;2;33;8;39;2;5;0;2;0;16;0;3;2;0;2
62;490000;52654,143837;85228,8923156;352116,96;5012,52155444;1876,65962505;25,3137502670562;23,7868751287625;2;89592,63469;5599,539668125;100739,79824;6296,23739;84704,77324;5294,0483275;94918,11763;5932,382351875;9;0;4;40;1;46;3;4;0;0;0;10;0;3;1;0;3
63;490000;31501,7153775;93594,7183619;364903,57;8481,34366861;1400,78477541;24,57000026702;20,19400024414;3;64059,95618;6405,995618;71923,24204;7192,324204;61307,63015;6130,763015;68449,86759;6844,986759;3;0;2;28;2;3;4;5;0;0;0;26;0;2;1;0;5
64;490000;43986,3449156;103804,427072;342209,23;10211,5058005;2187,71869704;23,3044442070889;20,0366662343333;3;33170,11716;3685,56857333333;37262,80427;4140,31158555556;31810,52619;3534,50291;35549,29223;3949,92135888889;4;0;1;47;4;6;2;3;0;0;0;34;0;12;1;0;5
65;490000;42250,380095;47775,3210023;399974,3;10508,1267679;2553,53015722;34,4943745136313;19,6856247186742;3;162593,89107;10162,118191875;182740,37819;11421,273636875;153896,62855;9618,539284375;171690,83063;10730,676914375;1;0;1;38;2;6;6;1;0;0;0;34;0;11;1;0;5
66;490000;109701,657236;5185,47969;375112,86;5432,66068228;3322,98434435;31,5362498760375;35,90625047685;1;12486,31258;1560,7890725;13874,3074;1734,288425;10856,80104;1357,10013;13227,89216;1653,48652;6;0;2;22;2;66;8;5;0;0;0;22;0;11;3;0;2
67;490000;21350,9595396;21285,6377209;447363,4;5284,53795981;1038,39300848;42,479166348775;38,9816659291583;2;29305,18848;2442,09904;32897,23663;2741,43638583333;27359,6924;2279,97436666667;30930,11724;2577,50977;7;0;4;7;1;28;8;6;0;0;0;1;0;16;1;0;1
68;490000;21031,3350098;48376,0590423;420592,61;2678,71279593;1098,09102936;35,3358338674;32,81083369255;2;52370,24148;4364,18679;59014,96617;4917,9138475;47482,53261;3956,8777175;53906,44094;4492,20341166667;5;0;2;7;1;16;2;2;0;0;0;11;0;16;2;0;7
69;490000;31884,3026097;3943,06589696;454172,63;939,108854744;1847,21533981;45,7100003560333;48,3333333333333;2;12277,02228;4092,34076;13810,74432;4603,58144;11544,77989;3848,25996333333;12876,51266;4292,17088666667;1;0;4;10;3;50;5;4;0;0;0;22;0;23;1;0;2
70;490000;24019,5176839;10057,1719529;455923,31;1916,17869694;916,76667838;0;0;0;0;0;0;0;0;0;0;0;2;0;2;29;1;100;10;1;0;0;0;12;0;7;1;0;4
71;490000;23720,3156747;15093,8131233;451185,87;2112,05356122;164,129008842;4,76999998092651;14,44999980925;1;7402,87232;3701,43616;8300,10972;4150,05486;7100,83288;3550,41644;7920,45034;3960,22517;10;0;2;31;12;130;10;3;0;0;0;2;0;11;1;0;1
72;490000;98640,1787236;9139,14228033;382220,68;6345,78665864;1758,42272844;28,3035714285652;31,4207138333857;2;105552,74708;7539,48193428571;118613,46715;8472,39051071429;99882,56159;7134,468685;111411,97112;7957,99793714286;18;0;1;6;1;67;11;2;0;0;0;10;0;8;1;0;2
73;490000;86057,1461992;15353,5556979;388589,3;5268,53127676;1146,97115074;48,01199951172;48,01199951172;4;37051,34615;7410,26923;41672,40295;8334,48059;34874,33063;6974,866126;38899,11164;7779,822328;3;0;2;24;3;110;5;3;0;0;0;6;0;6;0;0;1
74;490000;5070,11029893;10255,8374877;474674,05;5034,25207515;719,92080385;0;0;0;0;0;0;0;0;0;0;0;8;0;1;44;4;158;8;5;0;0;0;2;0;1;0;0;1
75;490000;153825,64611;37365,1373612;298809,22;5654,81459014;2047,26700305;0;0;0;0;0;0;0;0;0;0;0;18;0;3;44;4;101;9;13;0;0;0;29;0;3;0;0;4
76;490000;12838,2837344;91759,7837683;385401,93;7862,08714995;2259,45890812;24,0924140667138;19,7589654593728;3;297493,56861;10258,3989175862;334158,71111;11522,7141762069;282223,4822;9731,84421379311;315163,84748;10867,7188786207;10;0;5;14;3;43;5;5;0;0;0;2;0;7;0;0;4
77;490000;17104,4049602;58660,0641934;414235,53;8135,47361315;3667,57451515;23,867200126656;24,3644001769934;3;153006,03245;6120,241298;171707,44519;6868,2978076;146183,6321;5847,345284;163069,84305;6522,793722;6;0;2;49;1;80;2;5;0;0;0;23;0;8;0;0;4
78;490000;23527,3813931;46294,9574123;420177,66;5774,98733126;4251,50478016;22,1328572545643;32,3571426527643;4;132677,09042;9476,93503;148904,33912;10636,0242228571;126797,08554;9056,93468142857;141458,44139;10104,174385;12;0;1;63;1;214;6;4;0;0;0;26;0;1;0;0;5
79;490000;19792,3845174;95988,9360218;374218,68;7726,87681573;3307,40193092;29,5214286531667;20,0314287912216;4;291481,7901;13880,0852428571;327349,75516;15588,0835790476;277361,76425;13207,7030595238;309418,64476;14734,2211790476;10;0;2;58;2;96;5;8;0;0;0;1;0;4;0;0;7
80;490000;25999,2940649;51197,63509;412803,07;6620,09946771;2312,52328053;25,5137500166937;17,8343750238312;3;94687,73576;5917,983485;106308,07588;6644,2547425;90195,3439;5637,20899375;100985,48255;6311,592659375;16;0;6;18;2;93;8;7;0;0;0;8;0;7;0;0;2
81;490000;149283,708434;23514,7122901;317201,58;6437,72561504;4520,6399757;28,6383333206228;29,6144444147722;3;116663,42138;6481,30118777778;130937,63813;7274,31322944444;110826,23279;6157,01293277778;123981,77727;6887,876515;8;0;2;19;9;145;2;5;0;0;0;14;0;3;0;0;5
82;490000;38548,4831155;113142,571588;338308,95;3987,55099782;1390,89827734;39,79800033569;37,19399986268;2;84051,43339;8405,143339;94947,21166;9494,721166;77293,41934;7729,341934;86281,82695;8628,182695;2;0;2;25;2;381;4;4;0;0;0;3;0;4;0;0;7
83;490000;49183,1200075;87440,7988962;353376,08;4836,20328364;889,952322571;29,8400001525889;33,8633333841889;2;6381,27064;709,030071111111;7196,46165;799,60685;6066,97572;674,108413333333;6793,71083;754,856758888889;7;0;1;39;2;233;2;2;0;0;0;14;0;2;0;0;6
84;490000;22472,0335931;41661,4683072;425866,5;10225,8698451;1906,65429865;29,3128001785167;31,6683999252247;2;46363,80107;1854,5520428;52034,03723;2081,3614892;44298,95693;1771,9582772;49412,0254;1976,481016;15;0;1;52;12;91;3;1;0;0;0;8;0;5;0;0;6
85;490000;8224,54905024;17123,3228587;464652,13;5035,6553493;724,941416352;25,43833351135;21,0066669781917;3;13038,51407;1086,54283916667;14669,23626;1222,436355;12248,64819;1020,7206825;13662,67112;1138,55592666667;2;0;1;3;4;114;8;8;0;0;0;2;0;7;0;0;2
86;490000;19951,4960728;31049,1099544;438999,39;4937,19314362;1185,59212736;0;0;0;0;0;0;0;0;0;0;0;6;0;1;2;6;84;2;2;0;0;0;32;0;14;0;0;1
87;490000;66294,7043948;63525,9609238;360179,33;7275,07929087;4121,10248636;28,72849969863;25,5989997863873;2;78859,72475;3942,9862375;88516,50269;4425,8251345;75511,92783;3775,5963915;84692,31118;4234,615559;10;0;1;2;2;199;9;2;0;0;0;10;0;5;0;0;1
88;490000;32842,4296501;107005,19313;350152,38;12110,477932;3746,19768119;34,143333117175;33,945000012725;2;57134,00801;4761,16733416667;64135,37887;5344,61490583333;54700,79893;4558,39991083333;61070,11519;5089,17626583333;10;0;1;15;2;261;13;3;0;0;0;4;0;14;0;0;1
89;490000;48167,464221;86830,4982491;355002,04;9680,7521381;3202,25133331;34,5374994277917;35,51583274205;2;40639,16257;3386,59688083333;45642,15698;3803,51308166667;38781,12027;3231,7600225;43293,44093;3607,78674416667;6;0;1;16;3;189;9;3;0;0;0;40;0;8;0;0;3
90;490000;23723,5674527;138435,147368;327841,29;5719,43054847;3879,1482225;33,457499790185;28,73499965666;3;122026,71914;6101,335957;137141,1047;6857,055235;115459,79299;5772,9896495;129187,30267;6459,3651335;10;0;3;19;2;169;8;2;0;0;0;8;0;9;0;0;2
91;490000;16317,1996541;38187,4157914;435495,38;7978,76780035;1926,35509063;22,2168421996289;23,6326314524605;2;171630,79467;4516,59985973684;193031,23669;5079,76938657895;161745,35549;4256,45672342105;180509,50575;4750,25015131579;30;0;3;46;1;255;11;4;0;0;0;17;0;14;0;0;2
92;490000;136902,42158;87546,2870242;265551,29;6667,88446153;2848,52923787;25,6672727411545;28,5618184263136;2;67569,62388;3071,34654;76095,74137;3458,897335;62397,53476;2836,25158;70253,12149;3193,32370409091;18;0;3;29;1;181;3;5;0;0;0;15;0;9;0;0;4
93;490000;24127,7031758;164246,776078;301625,52;9184,3651394;3534,46234443;27,4131820418591;25,1704545021187;3;201140,7276;9142,76034545454;225840,51764;10265,4780745455;191784,16227;8717,46192136364;214212,72151;9736,94188681818;27;0;2;37;4;321;5;10;0;0;0;6;0;9;0;0;5
94;490000;34199,3546791;150129,818729;305670,83;10835,1329788;4282,38131663;25,0390473547422;26,7809522719619;2;134275,97642;6394,0941152381;150753,94498;7178,7592847619;128305,28951;6109,77569095238;143159,42406;6817,11543142857;19;0;1;85;3;189;3;7;0;0;0;19;0;8;0;0;15
95;490000;46633,6464176;77957,0423669;365409,31;8825,67589177;3344,38485964;32,6442857469762;28,6323807125952;2;160250,39425;7630,97115476191;179884,18282;8565,91346761905;153078,67191;7289,46056714286;170752,96042;8131,09335333333;24;0;2;20;11;67;14;2;0;0;0;3;0;5;0;0;17
96;490000;24536,1707798;194344,406383;271119,42;7623,95044047;3875,23939813;30,731874942775;22,3237500190798;3;163516,2515;10219,76571875;183553,43982;11472,08998875;156131,41398;9758,21337375;174152,27724;10884,5173275;22;0;2;32;11;189;9;4;0;0;0;3;0;1;0;0;3
97;490000;0;206056,575066;283943,42;11761,8048013;4151,74354472;17,6600000132756;17,4247823590866;2;97417,00063;4235,52176652174;109399,40987;4756,49608130435;92981,88603;4042,69069695652;104143,56704;4527,98117565217;9;0;2;27;2;13;10;5;0;0;0;1;0;10;0;0;8
98;490000;55054,5464897;202499,280384;232446,17;9488,25353108;4945,5930959;26,3036362691356;21,1140909194955;3;180243,72545;8192,89661136364;202363,8473;9198,35669545455;172264,48731;7830,20396863636;192212,97467;8736,95339409091;10;0;3;45;1;26;6;3;0;0;0;27;0;3;0;0;5
99;490000;69939,7331583;84978,3312858;335081,94;10901,5836869;3383,77050371;26,451999702444;26,90079978942;2;188406,83533;7536,2734132;211535,479;8461,41916;179975,46598;7199,0186392;200822,30581;8032,8922324;23;0;2;59;1;24;4;8;0;0;0;11;0;3;0;0;3
100;490000;36138,4166522;53857,6714117;400003,91;9687,1309467;3738,95760585;30,2973910621913;30,7843480317478;2;97676,58975;4246,80825;109618,07417;4766,00322478261;93484,45983;4064,54173173913;104295,94296;4534,60621565217;7;0;4;13;2;5;5;12;0;0;0;14;0;5;0;0;3
